Sexo;Edad;Funciones;Periodo;Total
Mujeres;77 años;Población estacionaria;1988;70.612,826659
Mujeres;77 años;Población estacionaria;1987;70.181,370414
Mujeres;77 años;Población estacionaria;1986;69.278,079382
Mujeres;77 años;Población estacionaria;1985;68.620,108929
Mujeres;77 años;Población estacionaria;1984;68.655,136675
Mujeres;77 años;Población estacionaria;1983;67.260,521701
Mujeres;77 años;Población estacionaria;1982;67.627,899724
Mujeres;77 años;Población estacionaria;1981;66.359,228834
Mujeres;77 años;Población estacionaria;1980;65.509,084734
Mujeres;77 años;Población estacionaria;1979;64.226,574336
Mujeres;77 años;Población estacionaria;1978;62.557,681706
Mujeres;77 años;Población estacionaria;1977;61.669,765814
Mujeres;77 años;Población estacionaria;1976;59.978,731322
Mujeres;77 años;Población estacionaria;1975;59.127,045706
Mujeres;77 años;Tiempo por vivir;1990;717.289,90974
Mujeres;77 años;Tiempo por vivir;1989;714.800,82374
Mujeres;77 años;Tiempo por vivir;1988;702.416,12859
Mujeres;77 años;Tiempo por vivir;1987;698.296,59669
Mujeres;77 años;Tiempo por vivir;1986;672.466,03485
Mujeres;77 años;Tiempo por vivir;1985;653.835,72995
Mujeres;77 años;Tiempo por vivir;1984;660.499,58531
Mujeres;77 años;Tiempo por vivir;1983;629.691,34684
Mujeres;77 años;Tiempo por vivir;1982;644.992,66848
Mujeres;77 años;Tiempo por vivir;1981;611.456,96357
Mujeres;77 años;Tiempo por vivir;1980;603.986,38538
Mujeres;77 años;Tiempo por vivir;1979;583.470,99743
Mujeres;77 años;Tiempo por vivir;1978;554.304,232
Mujeres;77 años;Tiempo por vivir;1977;539.436,04903
Mujeres;77 años;Tiempo por vivir;1976;514.229,88223
Mujeres;77 años;Tiempo por vivir;1975;501.803,34444
Mujeres;77 años;Esperanza de vida;1990;9,844101
Mujeres;77 años;Esperanza de vida;1989;9,859806
Mujeres;77 años;Esperanza de vida;1988;9,76326
Mujeres;77 años;Esperanza de vida;1987;9,760424
Mujeres;77 años;Esperanza de vida;1986;9,505407
Mujeres;77 años;Esperanza de vida;1985;9,329447
Mujeres;77 años;Esperanza de vida;1984;9,426652
Mujeres;77 años;Esperanza de vida;1983;9,154274
Mujeres;77 años;Esperanza de vida;1982;9,335432
Mujeres;77 años;Esperanza de vida;1981;9,011785
Mujeres;77 años;Esperanza de vida;1980;9,005037
Mujeres;77 años;Esperanza de vida;1979;8,866667
Mujeres;77 años;Esperanza de vida;1978;8,641451
Mujeres;77 años;Esperanza de vida;1977;8,509883
Mujeres;77 años;Esperanza de vida;1976;8,337797
Mujeres;77 años;Esperanza de vida;1975;8,24392
Mujeres;78 años;Tasa de mortalidad;1990;43,811867
Mujeres;78 años;Tasa de mortalidad;1989;43,229834
Mujeres;78 años;Tasa de mortalidad;1988;43,83057
Mujeres;78 años;Tasa de mortalidad;1987;45,157499
Mujeres;78 años;Tasa de mortalidad;1986;46,544468
Mujeres;78 años;Tasa de mortalidad;1985;48,319651
Mujeres;78 años;Tasa de mortalidad;1984;48,305115
Mujeres;78 años;Tasa de mortalidad;1983;51,199771
Mujeres;78 años;Tasa de mortalidad;1982;47,88524
Mujeres;78 años;Tasa de mortalidad;1981;53,019464
Mujeres;78 años;Tasa de mortalidad;1980;52,712648
Mujeres;78 años;Tasa de mortalidad;1979;55,75814
Mujeres;78 años;Tasa de mortalidad;1978;59,157525
Mujeres;78 años;Tasa de mortalidad;1977;63,377532
Mujeres;78 años;Tasa de mortalidad;1976;63,958189
Mujeres;78 años;Tasa de mortalidad;1975;67,591661
Mujeres;78 años;Promedio de años vividos el último año de vida;1990;0,506927
Mujeres;78 años;Promedio de años vividos el último año de vida;1989;0,514739
Mujeres;78 años;Promedio de años vividos el último año de vida;1988;0,496743
Mujeres;78 años;Promedio de años vividos el último año de vida;1987;0,500792
Mujeres;78 años;Promedio de años vividos el último año de vida;1986;0,494815
Mujeres;78 años;Promedio de años vividos el último año de vida;1985;0,504925
Mujeres;78 años;Promedio de años vividos el último año de vida;1984;0,500903
Mujeres;78 años;Promedio de años vividos el último año de vida;1983;0,496434
Mujeres;78 años;Promedio de años vividos el último año de vida;1982;0,495014
Mujeres;78 años;Promedio de años vividos el último año de vida;1981;0,502235
Mujeres;78 años;Promedio de años vividos el último año de vida;1980;0,492327
Mujeres;78 años;Promedio de años vividos el último año de vida;1979;0,513632
Mujeres;78 años;Promedio de años vividos el último año de vida;1978;0,471693
Mujeres;78 años;Promedio de años vividos el último año de vida;1977;0,499074
Mujeres;78 años;Promedio de años vividos el último año de vida;1976;0,498714
Mujeres;78 años;Promedio de años vividos el último año de vida;1975;0,511948
Mujeres;78 años;Riesgo de muerte;1990;42,885437
Mujeres;78 años;Riesgo de muerte;1989;42,341602
Mujeres;78 años;Riesgo de muerte;1988;42,884619
Mujeres;78 años;Riesgo de muerte;1987;44,161958
Mujeres;78 años;Riesgo de muerte;1986;45,475184
Mujeres;78 años;Riesgo de muerte;1985;47,19076
Mujeres;78 años;Riesgo de muerte;1984;47,167947
Mujeres;78 años;Riesgo de muerte;1983;49,912895
Mujeres;78 años;Riesgo de muerte;1982;46,754649
Mujeres;78 años;Riesgo de muerte;1981;51,656194
Mujeres;78 años;Riesgo de muerte;1980;51,338781
Mujeres;78 años;Riesgo de muerte;1979;54,285961
Mujeres;78 años;Riesgo de muerte;1978;57,364687
Mujeres;78 años;Riesgo de muerte;1977;61,427368
Mujeres;78 años;Riesgo de muerte;1976;61,971307
Mujeres;78 años;Riesgo de muerte;1975;65,433139
Mujeres;78 años;Supervivientes;1990;70.192,560511
Mujeres;78 años;Supervivientes;1989;69.862,749205
Mujeres;78 años;Supervivientes;1988;69.218,064539
Mujeres;78 años;Supervivientes;1987;68.778,345659
Mujeres;78 años;Supervivientes;1986;67.827,185796
Mujeres;78 años;Supervivientes;1985;67.145,440418
Mujeres;78 años;Supervivientes;1984;67.213,061477
Mujeres;78 años;Supervivientes;1983;65.750,022676
Mujeres;78 años;Supervivientes;1982;66.147,491808
Mujeres;78 años;Supervivientes;1981;64.887,882159
Mujeres;78 años;Supervivientes;1980;63.923,521607
Mujeres;78 años;Supervivientes;1979;62.679,878987
Mujeres;78 años;Supervivientes;1978;60.849,964569
Mujeres;78 años;Supervivientes;1977;60.052,446596
Mujeres;78 años;Supervivientes;1976;58.247,594683
Mujeres;78 años;Supervivientes;1975;57.374,641658
Mujeres;78 años;Defunciones teóricas;1990;3.010,238603
Mujeres;78 años;Defunciones teóricas;1989;2.958,100749
Mujeres;78 años;Defunciones teóricas;1988;2.968,390293
Mujeres;78 años;Defunciones teóricas;1987;3.037,386382
Mujeres;78 años;Defunciones teóricas;1986;3.084,453777
Mujeres;78 años;Defunciones teóricas;1985;3.168,644376
Mujeres;78 años;Defunciones teóricas;1984;3.170,302101
Mujeres;78 años;Defunciones teóricas;1983;3.281,773973
Mujeres;78 años;Defunciones teóricas;1982;3.092,702741
Mujeres;78 años;Defunciones teóricas;1981;3.351,861045
Mujeres;78 años;Defunciones teóricas;1980;3.281,755683
Mujeres;78 años;Defunciones teóricas;1979;3.402,637435
Mujeres;78 años;Defunciones teóricas;1978;3.490,639144
Mujeres;78 años;Defunciones teóricas;1977;3.688,863736
Mujeres;78 años;Defunciones teóricas;1976;3.609,679578
Mujeres;78 años;Defunciones teóricas;1975;3.754,202875
Mujeres;78 años;Población estacionaria;1990;68.708,292984
Mujeres;78 años;Población estacionaria;1989;68.427,297837
Mujeres;78 años;Población estacionaria;1988;67.724,200722
Mujeres;78 años;Población estacionaria;1987;67.262,058813
Mujeres;78 años;Población estacionaria;1986;66.268,966698
Mujeres;78 años;Población estacionaria;1985;65.576,723159
Mujeres;78 años;Población estacionaria;1984;65.630,773795
Mujeres;78 años;Población estacionaria;1983;64.097,434391
Mujeres;78 años;Población estacionaria;1982;64.585,721126
Mujeres;78 años;Población estacionaria;1981;63.219,44458
Mujeres;78 años;Población estacionaria;1980;62.257,462579
Mujeres;78 años;Población estacionaria;1979;61.024,944906
Mujeres;78 años;Población estacionaria;1978;59.005,83502
Mujeres;78 años;Población estacionaria;1977;58.204,597879
Mujeres;78 años;Población estacionaria;1976;56.438,113833
Mujeres;78 años;Población estacionaria;1975;55.542,397165
Mujeres;78 años;Tiempo por vivir;1990;645.747,15222
Mujeres;78 años;Tiempo por vivir;1989;643.605,01297
Mujeres;78 años;Tiempo por vivir;1988;631.803,30193
Mujeres;78 años;Tiempo por vivir;1987;628.115,22627
Mujeres;78 años;Tiempo por vivir;1986;603.187,95547
Mujeres;78 años;Tiempo por vivir;1985;585.215,62102
Mujeres;78 años;Tiempo por vivir;1984;591.844,44863
Mujeres;78 años;Tiempo por vivir;1983;562.430,82514
Mujeres;78 años;Tiempo por vivir;1982;577.364,76876
Mujeres;78 años;Tiempo por vivir;1981;545.097,73474
Mujeres;78 años;Tiempo por vivir;1980;538.477,30064
Mujeres;78 años;Tiempo por vivir;1979;519.244,4231
Mujeres;78 años;Tiempo por vivir;1978;491.746,55029
Mujeres;78 años;Tiempo por vivir;1977;477.766,28321
Mujeres;78 años;Tiempo por vivir;1976;454.251,15091
Mujeres;78 años;Tiempo por vivir;1975;442.676,29873
Mujeres;78 años;Esperanza de vida;1990;9,199652
Mujeres;78 años;Esperanza de vida;1989;9,21242
Mujeres;78 años;Esperanza de vida;1988;9,127723
Mujeres;78 años;Esperanza de vida;1987;9,132456
Mujeres;78 años;Esperanza de vida;1986;8,893012
Mujeres;78 años;Esperanza de vida;1985;8,715642
Mujeres;78 años;Esperanza de vida;1984;8,805498
Mujeres;78 años;Esperanza de vida;1983;8,554078
Mujeres;78 años;Esperanza de vida;1982;8,728445
Mujeres;78 años;Esperanza de vida;1981;8,400609
Mujeres;78 años;Esperanza de vida;1980;8,423774
Mujeres;78 años;Esperanza de vida;1979;8,284069
Mujeres;78 años;Esperanza de vida;1978;8,081296
Mujeres;78 años;Esperanza de vida;1977;7,955817
Mujeres;78 años;Esperanza de vida;1976;7,798625
Mujeres;78 años;Esperanza de vida;1975;7,715539
Mujeres;79 años;Tasa de mortalidad;1990;47,931215
Mujeres;79 años;Tasa de mortalidad;1989;49,729523
Mujeres;79 años;Tasa de mortalidad;1988;50,915931
Mujeres;79 años;Tasa de mortalidad;1987;50,889108
Mujeres;79 años;Tasa de mortalidad;1986;54,050557
Mujeres;79 años;Tasa de mortalidad;1985;56,252615
Mujeres;79 años;Tasa de mortalidad;1984;54,811926
Mujeres;79 años;Tasa de mortalidad;1983;58,59279
Mujeres;79 años;Tasa de mortalidad;1982;59,018066
Mujeres;79 años;Tasa de mortalidad;1981;58,953131
Mujeres;79 años;Tasa de mortalidad;1980;59,64005
Mujeres;79 años;Tasa de mortalidad;1979;64,378358
Mujeres;79 años;Tasa de mortalidad;1978;67,851291
Mujeres;79 años;Tasa de mortalidad;1977;68,487209
Mujeres;79 años;Tasa de mortalidad;1976;73,706322
Mujeres;79 años;Tasa de mortalidad;1975;75,463229
Mujeres;79 años;Promedio de años vividos el último año de vida;1990;0,510699
Mujeres;79 años;Promedio de años vividos el último año de vida;1989;0,498903
Mujeres;79 años;Promedio de años vividos el último año de vida;1988;0,508951
Mujeres;79 años;Promedio de años vividos el último año de vida;1987;0,503341
Mujeres;79 años;Promedio de años vividos el último año de vida;1986;0,500387
Mujeres;79 años;Promedio de años vividos el último año de vida;1985;0,509855
Mujeres;79 años;Promedio de años vividos el último año de vida;1984;0,492292
Mujeres;79 años;Promedio de años vividos el último año de vida;1983;0,497714
Mujeres;79 años;Promedio de años vividos el último año de vida;1982;0,50772
Mujeres;79 años;Promedio de años vividos el último año de vida;1981;0,49882
Mujeres;79 años;Promedio de años vividos el último año de vida;1980;0,508923
Mujeres;79 años;Promedio de años vividos el último año de vida;1979;0,48178
Mujeres;79 años;Promedio de años vividos el último año de vida;1978;0,504872
Mujeres;79 años;Promedio de años vividos el último año de vida;1977;0,496266
Mujeres;79 años;Promedio de años vividos el último año de vida;1976;0,514151
Mujeres;79 años;Promedio de años vividos el último año de vida;1975;0,502533
Mujeres;79 años;Riesgo de muerte;1990;46,832853
Mujeres;79 años;Riesgo de muerte;1989;48,520426
Mujeres;79 años;Riesgo de muerte;1988;49,673971
Mujeres;79 años;Riesgo de muerte;1987;49,634615
Mujeres;79 años;Riesgo de muerte;1986;52,629334
Mujeres;79 años;Riesgo de muerte;1985;54,743237
Mujeres;79 años;Riesgo de muerte;1984;53,327894
Mujeres;79 años;Riesgo de muerte;1983;56,917683
Mujeres;79 años;Riesgo de muerte;1982;57,351801
Mujeres;79 años;Riesgo de muerte;1981;57,261282
Mujeres;79 años;Riesgo de muerte;1980;57,943022
Mujeres;79 años;Riesgo de muerte;1979;62,299899
Mujeres;79 años;Riesgo de muerte;1978;65,64591
Mujeres;79 años;Riesgo de muerte;1977;66,203243
Mujeres;79 años;Riesgo de muerte;1976;71,158141
Mujeres;79 años;Riesgo de muerte;1975;72,732805
Mujeres;79 años;Supervivientes;1990;67.182,321907
Mujeres;79 años;Supervivientes;1989;66.904,648456
Mujeres;79 años;Supervivientes;1988;66.249,674247
Mujeres;79 años;Supervivientes;1987;65.740,959277
Mujeres;79 años;Supervivientes;1986;64.742,732019
Mujeres;79 años;Supervivientes;1985;63.976,796042
Mujeres;79 años;Supervivientes;1984;64.042,759375
Mujeres;79 años;Supervivientes;1983;62.468,248703
Mujeres;79 años;Supervivientes;1982;63.054,789067
Mujeres;79 años;Supervivientes;1981;61.536,021114
Mujeres;79 años;Supervivientes;1980;60.641,765924
Mujeres;79 años;Supervivientes;1979;59.277,241552
Mujeres;79 años;Supervivientes;1978;57.359,325426
Mujeres;79 años;Supervivientes;1977;56.363,582859
Mujeres;79 años;Supervivientes;1976;54.637,915104
Mujeres;79 años;Supervivientes;1975;53.620,438782
Mujeres;79 años;Defunciones teóricas;1990;3.146,339825
Mujeres;79 años;Defunciones teóricas;1989;3.246,242063
Mujeres;79 años;Defunciones teóricas;1988;3.290,884394
Mujeres;79 años;Defunciones teóricas;1987;3.263,027192
Mujeres;79 años;Defunciones teóricas;1986;3.407,366862
Mujeres;79 años;Defunciones teóricas;1985;3.502,296891
Mujeres;79 años;Defunciones teóricas;1984;3.415,265466
Mujeres;79 años;Defunciones teóricas;1983;3.555,547959
Mujeres;79 años;Defunciones teóricas;1982;3.616,305686
Mujeres;79 años;Defunciones teóricas;1981;3.523,631482
Mujeres;79 años;Defunciones teóricas;1980;3.513,767174
Mujeres;79 años;Defunciones teóricas;1979;3.692,966159
Mujeres;79 años;Defunciones teóricas;1978;3.765,405142
Mujeres;79 años;Defunciones teóricas;1977;3.731,451969
Mujeres;79 años;Defunciones teóricas;1976;3.887,932478
Mujeres;79 años;Defunciones teóricas;1975;3.899,964897
Mujeres;79 años;Población estacionaria;1990;65.642,814125
Mujeres;79 años;Población estacionaria;1989;65.277,964872
Mujeres;79 años;Población estacionaria;1988;64.633,688039
Mujeres;79 años;Población estacionaria;1987;64.120,346139
Mujeres;79 años;Población estacionaria;1986;63.040,365702
Mujeres;79 años;Población estacionaria;1985;62.260,161091
Mujeres;79 años;Población estacionaria;1984;62.308,802533
Mujeres;79 años;Población estacionaria;1983;60.682,346504
Mujeres;79 años;Población estacionaria;1982;61.274,554016
Mujeres;79 años;Población estacionaria;1981;59.770,047945
Mujeres;79 años;Población estacionaria;1980;58.916,23411
Mujeres;79 años;Población estacionaria;1979;57.363,472785
Mujeres;79 años;Población estacionaria;1978;55.494,966595
Mujeres;79 años;Población estacionaria;1977;54.483,925361
Mujeres;79 años;Población estacionaria;1976;52.748,968923
Mujeres;79 años;Población estacionaria;1975;51.680,33452
Mujeres;79 años;Tiempo por vivir;1990;577.038,85923
Mujeres;79 años;Tiempo por vivir;1989;575.177,71513
Mujeres;79 años;Tiempo por vivir;1988;564.079,10121
Mujeres;79 años;Tiempo por vivir;1987;560.853,16746
Mujeres;79 años;Tiempo por vivir;1986;536.918,98877
Mujeres;79 años;Tiempo por vivir;1985;519.638,89786
Mujeres;79 años;Tiempo por vivir;1984;526.213,67484
Mujeres;79 años;Tiempo por vivir;1983;498.333,39075
Mujeres;79 años;Tiempo por vivir;1982;512.779,04763
Mujeres;79 años;Tiempo por vivir;1981;481.878,29016
Mujeres;79 años;Tiempo por vivir;1980;476.219,83807
Mujeres;79 años;Tiempo por vivir;1979;458.219,47819
Mujeres;79 años;Tiempo por vivir;1978;432.740,71527
Mujeres;79 años;Tiempo por vivir;1977;419.561,68533
Mujeres;79 años;Tiempo por vivir;1976;397.813,03708
Mujeres;79 años;Tiempo por vivir;1975;387.133,90157
Mujeres;79 años;Esperanza de vida;1990;8,589147
Mujeres;79 años;Esperanza de vida;1989;8,596977
Mujeres;79 años;Esperanza de vida;1988;8,514443
Mujeres;79 años;Esperanza de vida;1987;8,531259
Mujeres;79 años;Esperanza de vida;1986;8,293116
Mujeres;79 años;Esperanza de vida;1985;8,122303
Mujeres;79 años;Esperanza de vida;1984;8,216599
Mujeres;79 años;Esperanza de vida;1983;7,977387
Mujeres;79 años;Esperanza de vida;1982;8,132278
Mujeres;79 años;Esperanza de vida;1981;7,830833
Mujeres;79 años;Esperanza de vida;1980;7,853001
Mujeres;79 años;Esperanza de vida;1979;7,730108
Mujeres;79 años;Esperanza de vida;1978;7,544383
Mujeres;79 años;Esperanza de vida;1977;7,443843
Mujeres;79 años;Esperanza de vida;1976;7,280897
Mujeres;79 años;Esperanza de vida;1975;7,219894
Mujeres;80 años;Tasa de mortalidad;1990;57,924667
Mujeres;80 años;Tasa de mortalidad;1989;57,007837
Mujeres;80 años;Tasa de mortalidad;1988;59,934196
Mujeres;80 años;Tasa de mortalidad;1987;57,698132
Mujeres;80 años;Tasa de mortalidad;1986;62,112356
Mujeres;80 años;Tasa de mortalidad;1985;62,718937
Mujeres;80 años;Tasa de mortalidad;1984;61,953472
Mujeres;80 años;Tasa de mortalidad;1983;67,971939
Mujeres;80 años;Tasa de mortalidad;1982;66,059184
Mujeres;80 años;Tasa de mortalidad;1981;69,956968
Mujeres;80 años;Tasa de mortalidad;1980;71,670034
Mujeres;80 años;Tasa de mortalidad;1979;73,821831
Mujeres;80 años;Tasa de mortalidad;1978;78,35491
Mujeres;80 años;Tasa de mortalidad;1977;80,219232
Mujeres;80 años;Tasa de mortalidad;1976;81,902972
Mujeres;80 años;Tasa de mortalidad;1975;85,116722
Mujeres;80 años;Promedio de años vividos el último año de vida;1990;0,497486
Mujeres;80 años;Promedio de años vividos el último año de vida;1989;0,504071
Mujeres;80 años;Promedio de años vividos el último año de vida;1988;0,502076
Mujeres;80 años;Promedio de años vividos el último año de vida;1987;0,508312
Mujeres;80 años;Promedio de años vividos el último año de vida;1986;0,496395
Mujeres;80 años;Promedio de años vividos el último año de vida;1985;0,496195
Mujeres;80 años;Promedio de años vividos el último año de vida;1984;0,488696
Mujeres;80 años;Promedio de años vividos el último año de vida;1983;0,490246
Mujeres;80 años;Promedio de años vividos el último año de vida;1982;0,492678
Mujeres;80 años;Promedio de años vividos el último año de vida;1981;0,506755
Mujeres;80 años;Promedio de años vividos el último año de vida;1980;0,475994
Mujeres;80 años;Promedio de años vividos el último año de vida;1979;0,503408
Mujeres;80 años;Promedio de años vividos el último año de vida;1978;0,495173
Mujeres;80 años;Promedio de años vividos el último año de vida;1977;0,506055
Mujeres;80 años;Promedio de años vividos el último año de vida;1976;0,488374
Mujeres;80 años;Promedio de años vividos el último año de vida;1975;0,4907
Mujeres;80 años;Riesgo de muerte;1990;56,286289
Mujeres;80 años;Riesgo de muerte;1989;55,440435
Mujeres;80 años;Riesgo de muerte;1988;58,19743
Mujeres;80 años;Riesgo de muerte;1987;56,106423
Mujeres;80 años;Riesgo de muerte;1986;60,228406
Mujeres;80 años;Riesgo de muerte;1985;60,79784
Mujeres;80 años;Riesgo de muerte;1984;60,051225
Mujeres;80 años;Riesgo de muerte;1983;65,695654
Mujeres;80 años;Riesgo de muerte;1982;63,917111
Mujeres;80 años;Riesgo de muerte;1981;67,623556
Mujeres;80 años;Riesgo de muerte;1980;69,075852
Mujeres;80 años;Riesgo de muerte;1979;71,211274
Mujeres;80 años;Riesgo de muerte;1978;75,373464
Mujeres;80 años;Riesgo de muerte;1977;77,161784
Mujeres;80 años;Riesgo de muerte;1976;78,608965
Mujeres;80 años;Riesgo de muerte;1975;81,580222
Mujeres;80 años;Supervivientes;1990;64.035,982082
Mujeres;80 años;Supervivientes;1989;63.658,406392
Mujeres;80 años;Supervivientes;1988;62.958,789853
Mujeres;80 años;Supervivientes;1987;62.477,932085
Mujeres;80 años;Supervivientes;1986;61.335,365157
Mujeres;80 años;Supervivientes;1985;60.474,499151
Mujeres;80 años;Supervivientes;1984;60.627,493909
Mujeres;80 años;Supervivientes;1983;58.912,700745
Mujeres;80 años;Supervivientes;1982;59.438,483381
Mujeres;80 años;Supervivientes;1981;58.012,389632
Mujeres;80 años;Supervivientes;1980;57.127,99875
Mujeres;80 años;Supervivientes;1979;55.584,275393
Mujeres;80 años;Supervivientes;1978;53.593,920284
Mujeres;80 años;Supervivientes;1977;52.632,13089
Mujeres;80 años;Supervivientes;1976;50.749,982626
Mujeres;80 años;Supervivientes;1975;49.720,473886
Mujeres;80 años;Defunciones teóricas;1990;3.604,34778
Mujeres;80 años;Defunciones teóricas;1989;3.529,249715
Mujeres;80 años;Defunciones teóricas;1988;3.664,039751
Mujeres;80 años;Defunciones teóricas;1987;3.505,41328
Mujeres;80 años;Defunciones teóricas;1986;3.694,131294
Mujeres;80 años;Defunciones teóricas;1985;3.676,718926
Mujeres;80 años;Defunciones teóricas;1984;3.640,755302
Mujeres;80 años;Defunciones teóricas;1983;3.870,308378
Mujeres;80 años;Defunciones teóricas;1982;3.799,136129
Mujeres;80 años;Defunciones teóricas;1981;3.923,004083
Mujeres;80 años;Defunciones teóricas;1980;3.946,165183
Mujeres;80 años;Defunciones teóricas;1979;3.958,227039
Mujeres;80 años;Defunciones teóricas;1978;4.039,559397
Mujeres;80 años;Defunciones teóricas;1977;4.061,18911
Mujeres;80 años;Defunciones teóricas;1976;3.989,403593
Mujeres;80 años;Defunciones teóricas;1975;4.056,207295
Mujeres;80 años;Población estacionaria;1990;62.224,747082
Mujeres;80 años;Población estacionaria;1989;61.908,150252
Mujeres;80 años;Población estacionaria;1988;61.134,377032
Mujeres;80 años;Población estacionaria;1987;60.754,362922
Mujeres;80 años;Población estacionaria;1986;59.474,982975
Mujeres;80 años;Población estacionaria;1985;58.622,149895
Mujeres;80 años;Población estacionaria;1984;58.765,960298
Mujeres;80 años;Población estacionaria;1983;56.939,796322
Mujeres;80 años;Población estacionaria;1982;57.511,097138
Mujeres;80 años;Población estacionaria;1981;56.077,388959
Mujeres;80 años;Población estacionaria;1980;55.060,182844
Mujeres;80 años;Población estacionaria;1979;53.618,651732
Mujeres;80 años;Población estacionaria;1978;51.554,642587
Mujeres;80 años;Población estacionaria;1977;50.626,128298
Mujeres;80 años;Población estacionaria;1976;48.708,898857
Mujeres;80 años;Población estacionaria;1975;47.654,646576
Mujeres;80 años;Tiempo por vivir;1990;511.396,04511
Mujeres;80 años;Tiempo por vivir;1989;509.899,75026
Mujeres;80 años;Tiempo por vivir;1988;499.445,41317
Mujeres;80 años;Tiempo por vivir;1987;496.732,82132
Mujeres;80 años;Tiempo por vivir;1986;473.878,62307
Mujeres;80 años;Tiempo por vivir;1985;457.378,73677
Mujeres;80 años;Tiempo por vivir;1984;463.904,87231
Mujeres;80 años;Tiempo por vivir;1983;437.651,04424
Mujeres;80 años;Tiempo por vivir;1982;451.504,49362
Mujeres;80 años;Tiempo por vivir;1981;422.108,24221
Mujeres;80 años;Tiempo por vivir;1980;417.303,60396
Mujeres;80 años;Tiempo por vivir;1979;400.856,00541
Mujeres;80 años;Tiempo por vivir;1978;377.245,74868
Mujeres;80 años;Tiempo por vivir;1977;365.077,75997
Mujeres;80 años;Tiempo por vivir;1976;345.064,06815
Mujeres;80 años;Tiempo por vivir;1975;335.453,56705
Mujeres;80 años;Esperanza de vida;1990;7,986073
Mujeres;80 años;Esperanza de vida;1989;8,009936
Mujeres;80 años;Esperanza de vida;1988;7,932894
Mujeres;80 años;Esperanza de vida;1987;7,950532
Mujeres;80 años;Esperanza de vida;1986;7,726026
Mujeres;80 años;Esperanza de vida;1985;7,563167
Mujeres;80 años;Esperanza de vida;1984;7,651724
Mujeres;80 años;Esperanza de vida;1983;7,428806
Mujeres;80 años;Esperanza de vida;1982;7,596164
Mujeres;80 años;Esperanza de vida;1981;7,276174
Mujeres;80 años;Esperanza de vida;1980;7,304712
Mujeres;80 años;Esperanza de vida;1979;7,21168
Mujeres;80 años;Esperanza de vida;1978;7,038965
Mujeres;80 años;Esperanza de vida;1977;6,936405
Mujeres;80 años;Esperanza de vida;1976;6,799294
Mujeres;80 años;Esperanza de vida;1975;6,746789
Mujeres;81 años;Tasa de mortalidad;1990;66,495929
Mujeres;81 años;Tasa de mortalidad;1989;65,872464
Mujeres;81 años;Tasa de mortalidad;1988;66,870272
Mujeres;81 años;Tasa de mortalidad;1987;66,516301
Mujeres;81 años;Tasa de mortalidad;1986;68,678499
Mujeres;81 años;Tasa de mortalidad;1985;73,375861
Mujeres;81 años;Tasa de mortalidad;1984;72,593908
Mujeres;81 años;Tasa de mortalidad;1983;75,294551
Mujeres;81 años;Tasa de mortalidad;1982;72,666565
Mujeres;81 años;Tasa de mortalidad;1981;78,23811
Mujeres;81 años;Tasa de mortalidad;1980;79,887346
Mujeres;81 años;Tasa de mortalidad;1979;80,639133
Mujeres;81 años;Tasa de mortalidad;1978;86,986367
Mujeres;81 años;Tasa de mortalidad;1977;89,799541
Mujeres;81 años;Tasa de mortalidad;1976;89,421553
Mujeres;81 años;Tasa de mortalidad;1975;91,679239
Mujeres;81 años;Promedio de años vividos el último año de vida;1990;0,503629
Mujeres;81 años;Promedio de años vividos el último año de vida;1989;0,505134
Mujeres;81 años;Promedio de años vividos el último año de vida;1988;0,4975
Mujeres;81 años;Promedio de años vividos el último año de vida;1987;0,496922
Mujeres;81 años;Promedio de años vividos el último año de vida;1986;0,492046
Mujeres;81 años;Promedio de años vividos el último año de vida;1985;0,496788
Mujeres;81 años;Promedio de años vividos el último año de vida;1984;0,504463
Mujeres;81 años;Promedio de años vividos el último año de vida;1983;0,492615
Mujeres;81 años;Promedio de años vividos el último año de vida;1982;0,508462
Mujeres;81 años;Promedio de años vividos el último año de vida;1981;0,476311
Mujeres;81 años;Promedio de años vividos el último año de vida;1980;0,502572
Mujeres;81 años;Promedio de años vividos el último año de vida;1979;0,492224
Mujeres;81 años;Promedio de años vividos el último año de vida;1978;0,505853
Mujeres;81 años;Promedio de años vividos el último año de vida;1977;0,493585
Mujeres;81 años;Promedio de años vividos el último año de vida;1976;0,495178
Mujeres;81 años;Promedio de años vividos el último año de vida;1975;0,497025
Mujeres;81 años;Riesgo de muerte;1990;64,371247
Mujeres;81 años;Riesgo de muerte;1989;63,792941
Mujeres;81 años;Riesgo de muerte;1988;64,696327
Mujeres;81 años;Riesgo de muerte;1987;64,362546
Mujeres;81 años;Riesgo de muerte;1986;66,363378
Mujeres;81 años;Riesgo de muerte;1985;70,763036
Mujeres;81 años;Riesgo de muerte;1984;70,073167
Mujeres;81 años;Riesgo de muerte;1983;72,523898
Mujeres;81 años;Riesgo de muerte;1982;70,160544
Mujeres;81 años;Riesgo de muerte;1981;75,158676
Mujeres;81 años;Riesgo de muerte;1980;76,834096
Mujeres;81 años;Riesgo de muerte;1979;77,467114
Mujeres;81 años;Riesgo de muerte;1978;83,401437
Mujeres;81 años;Riesgo de muerte;1977;85,89346
Mujeres;81 años;Riesgo de muerte;1976;85,559243
Mujeres;81 años;Riesgo de muerte;1975;87,63804
Mujeres;81 años;Supervivientes;1990;60.431,634302
